iter	Logloss
313	0.3338057618
314	0.3337488592
315	0.3336698509
316	0.3335843544
317	0.3335216127
318	0.3334441299
319	0.3333688479
320	0.333287544
321	0.3332353922
322	0.3331882808
323	0.3331213219
324	0.333053819
325	0.3329723013
326	0.3329278545
327	0.3328604957
328	0.3328053773
329	0.3327520711
330	0.332680595
331	0.3326066401
332	0.332518761
333	0.3324216804
334	0.3323629675
335	0.3323006639
336	0.332222337
337	0.3321672874
338	0.3320971568
339	0.3320307623
340	0.3319588956
341	0.3319056357
342	0.3318091051
343	0.3317556341
344	0.3316876397
345	0.3316013711
346	0.3315120929
347	0.3314482165
348	0.3314067715
349	0.3313378563
350	0.3312673193
351	0.3312109374
352	0.3311220193
353	0.3310641802
354	0.3309922152
355	0.3309126703
356	0.3308459717
357	0.3307752765
358	0.3307332844
359	0.3306856932
360	0.3306038455
361	0.3305241368
362	0.3304142717
363	0.3303334182
364	0.3302723266
365	0.3301905766
366	0.3301315318
367	0.3300661329
368	0.329996504
369	0.3299247396
370	0.3298376027
371	0.3297564566
372	0.3296835422
373	0.3296244874
374	0.3295635511
375	0.3294665013
376	0.3294146161
377	0.3293564829
378	0.329290856
379	0.3292346641
380	0.3291867498
381	0.3290997021
382	0.3290383935
383	0.3289603317
384	0.328894878
385	0.328824013
386	0.3287547433
387	0.3286691443
388	0.3286027269
389	0.3285276038
390	0.3284646496
391	0.328410026
392	0.3283435273
393	0.3282822526
394	0.3282132889
395	0.3281562251
396	0.328113961
397	0.3280437545
398	0.3279675573
399	0.327896309
400	0.3278470077
401	0.3277842016
402	0.3277138184
403	0.3276594521
404	0.3276055026
405	0.3275533013
406	0.3274939143
407	0.3274378676
408	0.3273804297
409	0.3273085105
410	0.3272561705
411	0.327204442
412	0.327122526
413	0.3270620831
414	0.327011094
415	0.3269647071
416	0.3268990143
417	0.3268420673
418	0.326778581
419	0.3266958961
420	0.3266525711
421	0.3265992712
422	0.3265492603
423	0.3264985394
424	0.3264446918
425	0.3264094157
426	0.3263460238
427	0.3262754392
428	0.3262282539
429	0.3261630668
430	0.3261232964
431	0.3260807887
432	0.3260218064
433	0.3259738879
434	0.3259086958
435	0.3258518273
436	0.3257917214
437	0.3257601365
438	0.3257023492
439	0.3256276874
440	0.3255652796
441	0.3255057798
442	0.3254580199
443	0.3254020911
444	0.3253404306
445	0.3252862798
446	0.325201935
447	0.3251481034
448	0.3250660517
449	0.3250124823
450	0.3249500891
451	0.324879674
452	0.3248314066
453	0.3247737976
454	0.3247168018
455	0.3246839189
456	0.3246256092
457	0.3245463811
458	0.3245027325
459	0.3244410868
460	0.3243782852
461	0.3243253393
462	0.324237506
463	0.3241872474
464	0.3241058714
465	0.3240418825
466	0.3239904068
467	0.3239138392
468	0.3238601022
469	0.3238148956
470	0.3237521558
471	0.3237005184
472	0.3236486088
473	0.3236129499
474	0.3235573651
475	0.3234844144
476	0.3234321509
477	0.3233851596
478	0.3233311302
479	0.3232707756
480	0.3232295739
481	0.3231867192
482	0.3231189014
483	0.3230643874
484	0.3229990209
485	0.322926334
486	0.3228659905
487	0.3228161112
488	0.3227759853
489	0.3227316797
490	0.3226763426
491	0.3226202219
492	0.322573123
493	0.3225169176
494	0.3224472096
495	0.3223982244
496	0.3223322285
497	0.3222689479
498	0.3222236435
499	0.3221702311
500	0.3221301294
501	0.322090853
502	0.3220268661
503	0.3219850287
504	0.3219394705
505	0.3218707963
506	0.3218235735
507	0.3217858035
508	0.3217382556
509	0.3217080145
510	0.3216569297
511	0.3216004796
512	0.3215334826
513	0.3214806232
514	0.3214326403
515	0.3213806916
516	0.3213295748
517	0.3212588851
518	0.3212018627
519	0.3211719001
520	0.321124359
521	0.3210671836
522	0.3210178308
523	0.3209645629
524	0.3209001646
525	0.3208481288
526	0.320804674
527	0.3207441013
528	0.3206902158
529	0.3206267052
530	0.3205851754
531	0.3205360196
532	0.3204853293
533	0.3204378783
534	0.3203818678
535	0.3203174465
536	0.3202772714
537	0.3202229327
538	0.3201703382
539	0.3201188264
540	0.320075102
541	0.3200289574
542	0.3199897598
543	0.3199440157
544	0.3198915812
545	0.319830258
546	0.3197731429
547	0.3197094991
548	0.3196616499
549	0.3196060314
550	0.3195653798
551	0.3195210974
552	0.3194677056
553	0.3194100411
554	0.3193609911
555	0.3193015872
556	0.3192501799
557	0.3192004794
558	0.3191697558
559	0.3191083291
560	0.3190656485
561	0.3190379469
562	0.3189879917
563	0.3189407883
564	0.3188989951
565	0.3188359656
566	0.3187729751
567	0.3187206681
568	0.3186820853
569	0.3186372204
570	0.3185895296
571	0.3185352743
572	0.3184915137
573	0.3184490618
574	0.3184030442
575	0.3183597589
576	0.3182945934
577	0.3182571534
578	0.3182118461
579	0.3181667172
580	0.3181122936
581	0.3180646675
582	0.3180281531
583	0.3180021386
584	0.3179576674
585	0.3178987055
586	0.3178575919
587	0.3178153915
588	0.3177610075
589	0.3177076641
590	0.3176708366
591	0.3176225563
592	0.3175682876
593	0.3175293308
594	0.3174849202
595	0.3174414818
596	0.3174054953
597	0.3173597722
598	0.3173145031
599	0.3172550176
600	0.3172059635
601	0.3171585912
602	0.3170796786
603	0.3170415038
604	0.317003885
605	0.3169576161
606	0.3169155145
607	0.316865618
608	0.3168141861
609	0.3167629084
610	0.3166952326
611	0.3166391332
612	0.3166048019
613	0.3165541435
614	0.3165148193
615	0.3164599878
616	0.3164281927
617	0.3163787151
618	0.3163448676
619	0.3162785056
620	0.3162192158
621	0.3161694968
622	0.3161275677
623	0.31608743
624	0.3160623071
625	0.3160211264
626	0.3159607503
627	0.3159053395
628	0.3158578638
629	0.3158252893
630	0.3157817623
631	0.3157317443
632	0.3156929319
633	0.3156417885
634	0.3155848969
635	0.3155337708
636	0.3154839788
637	0.315417202
638	0.3153855511
639	0.3153491839
640	0.3153046751
641	0.3152722301
642	0.3152195018
643	0.3151679977
644	0.3151228213
645	0.3150670676
646	0.3150295864
647	0.314997674
648	0.3149590924
649	0.314905982
650	0.3148571952
651	0.3148110838
652	0.3147622809
653	0.314724741
654	0.3146893116
655	0.314652813
656	0.3146278194
657	0.3145806167
658	0.3145380355
659	0.3144940734
660	0.3144536748
661	0.3144131572
662	0.3143526478
663	0.3143014506
664	0.3142591995
665	0.3141977274
666	0.3141525313
667	0.3141113759
668	0.3140784973
669	0.3140447277
670	0.3139934753
671	0.3139510366
672	0.3139101885
673	0.3138607388
674	0.3137997733
675	0.3137568832
676	0.3137249346
677	0.3136793701
678	0.3136206986
679	0.313588965
680	0.3135530788
681	0.3135082125
682	0.3134736375
683	0.3134270127
684	0.3133708525
685	0.3133267072
686	0.3133009862
687	0.3132575441
688	0.3132098061
689	0.3131619006
690	0.313117173
691	0.3130702947
692	0.3130338711
693	0.3129794455
694	0.3129442185
695	0.3129028981
696	0.3128570223
697	0.3128344647
698	0.3127875769
699	0.3127700617
700	0.3127200242
701	0.3126865571
702	0.3126261987
703	0.3125846731
704	0.3125391996
705	0.3124922924
706	0.3124515309
707	0.3124026266
708	0.3123513457
709	0.312314583
710	0.3122626178
711	0.3122201607
712	0.3121855461
713	0.3121386314
714	0.3120986422
715	0.3120515698
716	0.3120267807
717	0.3119928396
718	0.3119422245
719	0.3119005134
720	0.3118512093
721	0.3118108694
722	0.311765545
723	0.3117384804
724	0.3117004238
725	0.3116446406
726	0.3116025316
727	0.3115625837
728	0.3115331611
729	0.3114888315
730	0.3114368025
731	0.311391184
732	0.3113658094
733	0.3113300132
734	0.3112809013
735	0.3112320253
736	0.3111998034
737	0.3111532703
738	0.3111240161
739	0.3110825658
740	0.3110433866
741	0.3110035297
742	0.3109636321
743	0.3109220702
744	0.3108745235
745	0.3108359433
746	0.3108091021
747	0.3107709366
748	0.3107383257
749	0.3106960773
750	0.3106556077
751	0.3106184988
752	0.3105831683
753	0.3105307385
754	0.3104992854
755	0.3104681295
756	0.3104356169
757	0.3103918213
758	0.310341386
759	0.3103006754
760	0.3102703479
761	0.3102179252
762	0.310164867
763	0.3101373412
764	0.3101055483
765	0.3100796253
766	0.3100311293
767	0.3099858536
768	0.3099526209
769	0.3099036586
770	0.3098631244
771	0.3098220378
772	0.3097816047
773	0.3097510759
774	0.3097147862
775	0.3096576976
776	0.3096204594
777	0.3095722047
778	0.3095221582
779	0.309483303
780	0.3094354303
781	0.3094053805
782	0.3093731656
783	0.3093415492
784	0.3092893592
785	0.309254173
786	0.3092170353
787	0.3091740428
788	0.3091187164
789	0.3090758727
790	0.3090291823
791	0.3089756485
792	0.3089342599
793	0.308900226
794	0.3088446053
795	0.3088081939
796	0.3087182674
797	0.3086776914
798	0.3086382396
799	0.3085977933
800	0.3085427311
801	0.3085108518
802	0.3084657291
803	0.3084253785
804	0.3083801793
805	0.308357888
806	0.3083094522
807	0.3082696432
808	0.3082277107
809	0.3081921773
810	0.3081635913
811	0.308131838
812	0.3080987699
813	0.3080703969
814	0.3080369849
815	0.3080080484
816	0.3079689413
817	0.3079333078
818	0.3078941707
819	0.3078503567
820	0.307801268
821	0.3077643611
822	0.3077366705
823	0.3077068585
824	0.3076730293
825	0.3076243336
826	0.3075868175
827	0.3075541979
828	0.3075225585
829	0.3074966145
830	0.3074562889
831	0.3074253478
832	0.3073761466
833	0.3073577034
834	0.3073035335
835	0.3072715789
836	0.3072423767
837	0.3072081799
838	0.3071684051
839	0.3071381591
840	0.3070964938
841	0.3070627801
842	0.3070297238
843	0.3069908777
844	0.3069512163
845	0.3069162387
846	0.3068868866
847	0.3068492755
848	0.3068131639
849	0.3067704334
850	0.3067302042
851	0.3066902683
852	0.3066456493
853	0.3066092466
854	0.3065813019
855	0.3065374154
856	0.3065008651
857	0.3064730354
858	0.3064303885
859	0.3063997692
860	0.3063701883
861	0.3063297719
862	0.3062807107
863	0.3062423566
864	0.3061794065
865	0.306140697
866	0.3061183781
867	0.3060799444
868	0.306050821
869	0.3060203962
870	0.3059766396
871	0.3059374355
872	0.3058931016
873	0.305862825
874	0.3058025055
875	0.3057402063
876	0.3057064751
877	0.3056702962
878	0.3056294377
879	0.3055984229
880	0.3055650809
881	0.3055201577
882	0.3054811037
883	0.3054581696
884	0.3054047047
885	0.305339508
886	0.3053052253
887	0.30526337
888	0.3052313542
889	0.3051940079
890	0.3051548891
891	0.3051173978
892	0.3050829768
893	0.3050491781
894	0.305005569
895	0.3049722531
896	0.3049415217
897	0.3049073908
898	0.3048572494
899	0.3048304322
900	0.3047995027
901	0.3047703309
902	0.3047331736
903	0.3046986785
904	0.3046765231
905	0.3046423133
906	0.3046152643
907	0.3045830103
908	0.3045435253
909	0.3045040554
910	0.3044740528
911	0.3044459327
912	0.3044173988
913	0.3043832156
914	0.3043507705
915	0.3043267928
916	0.3042674088
917	0.3042239922
918	0.3041964808
919	0.3041615279
920	0.304115242
921	0.3040740697
922	0.3040434926
923	0.3040097255
924	0.303980901
925	0.3039440252
926	0.3039079563
927	0.3038753669
928	0.30384013
929	0.3037859719
930	0.3037469783
931	0.3036972248
932	0.3036657774
933	0.3036239226
934	0.3036034516
935	0.3035702054
936	0.303528018
937	0.3034842888
938	0.3034616221
939	0.3034224219
940	0.3033749577
941	0.3033479612
942	0.3033223657
943	0.3032817541
944	0.3032476767
945	0.3032101805
946	0.3031819672
947	0.3031467995
948	0.3031126974
949	0.3030848114
950	0.3030525415
951	0.3030227761
952	0.3029961188
953	0.3029569985
954	0.3029072168
955	0.3028714573
956	0.3028352105
957	0.3027940943
958	0.3027545278
959	0.3027083617
960	0.3026696669
961	0.3026422727
962	0.3026055121
963	0.3025706959
964	0.3025357692
965	0.3024866402
966	0.3024388732
967	0.3023964518
968	0.3023545723
969	0.3023161708
970	0.3022970336
971	0.302260203
972	0.3022299108
973	0.3021907948
974	0.3021484812
975	0.3021165273
976	0.3020784854
977	0.3020366731
978	0.3020086067
979	0.3019749485
980	0.3019553879
981	0.3019258541
982	0.3018825312
983	0.3018587311
984	0.3018209903
985	0.3017921203
986	0.3017558209
987	0.3017091758
988	0.3016763489
989	0.3016365971
990	0.3015997742
991	0.3015720735
992	0.3015356647
993	0.3014966097
994	0.3014657335
995	0.3014383048
996	0.3014007817
997	0.3013688097
998	0.3013325997
999	0.3013004616
1000	0.3012637765
1001	0.3012359726
1002	0.3012010124
1003	0.3011628785
1004	0.301135385
1005	0.3010936159
1006	0.3010572346
1007	0.3010156252
1008	0.3009928852
1009	0.3009602632
1010	0.3009273429
1011	0.3008933367
1012	0.3008685829
1013	0.3008321567
1014	0.3008085763
1015	0.3007858011
1016	0.3007547165
1017	0.3007237232
1018	0.3006937506
1019	0.3006660392
1020	0.3006288501
1021	0.3005824285
1022	0.3005521494
1023	0.3005282446
1024	0.3004943808
1025	0.3004520411
1026	0.3004307911
1027	0.3003956672
1028	0.3003740932
1029	0.3003449053
1030	0.3003061601
1031	0.3002829259
1032	0.30024889
1033	0.3002086759
1034	0.3001789621
1035	0.3001479678
1036	0.3001112039
1037	0.3000781841
1038	0.3000406235
1039	0.3000043178
1040	0.2999758867
1041	0.2999414095
1042	0.2999088163
1043	0.2998675733
1044	0.2998326065
1045	0.2997943678
1046	0.299768853
1047	0.2997305266
1048	0.299704435
1049	0.2996682664
1050	0.2996295704
1051	0.2995767148
1052	0.2995513133
1053	0.2995184609
1054	0.299483925
1055	0.2994441539
1056	0.2994109425
1057	0.2993744195
1058	0.2993433645
1059	0.2992970584
1060	0.2992621953
1061	0.2992264727
1062	0.2991963213
1063	0.2991660243
1064	0.2991388949
1065	0.2991181832
1066	0.2990764135
1067	0.299033537
1068	0.2989896953
1069	0.2989369902
1070	0.29889993
1071	0.298876637
1072	0.298855273
1073	0.29882311
1074	0.2987914971
1075	0.2987573705
1076	0.2987199354
1077	0.2986869405
1078	0.2986573765
1079	0.2986195912
1080	0.2985735419
1081	0.2985340719
1082	0.2985014467
1083	0.2984599227
1084	0.298420989
1085	0.2983872214
1086	0.2983524926
1087	0.2983139376
1088	0.2982951134
1089	0.2982631762
1090	0.2982191091
1091	0.2981872642
1092	0.2981541908
1093	0.298120536
1094	0.298087707
1095	0.2980442232
1096	0.2980183552
1097	0.2979856557
1098	0.2979523057
1099	0.2979245312
1100	0.29788215
1101	0.2978605411
1102	0.2978263269
1103	0.2977879722
1104	0.297742288
1105	0.2977241898
1106	0.2976896596
1107	0.2976555965
1108	0.2976339575
1109	0.2976138956
1110	0.2975847564
1111	0.2975476449
1112	0.2975130998
1113	0.297476151
1114	0.2974417356
1115	0.2974075519
1116	0.2973869737
1117	0.2973630922
1118	0.2973153916
1119	0.2972790816
1120	0.2972416298
1121	0.2971962666
1122	0.2971775983
1123	0.2971615153
1124	0.297131877
1125	0.2971068387
1126	0.2970686322
1127	0.2970445134
1128	0.2970246347
1129	0.2969867583
1130	0.296959841
1131	0.2969341968
1132	0.2969068359
1133	0.2968791274
1134	0.2968446934
1135	0.2968125906
1136	0.2967802365
1137	0.2967485755
1138	0.2967170427
1139	0.2966876498
1140	0.2966408309
1141	0.2966107215
1142	0.2965814987
1143	0.2965587525
1144	0.2965407138
1145	0.2965110384
1146	0.2964754463
1147	0.2964282786
1148	0.2963873872
1149	0.2963499855
1150	0.2963142506
1151	0.296277211
1152	0.2962441612
1153	0.2962113438
1154	0.2961950488
1155	0.2961621636
1156	0.2961271851
1157	0.2961062955
1158	0.2960719213
1159	0.2960562461
1160	0.2960379072
1161	0.2960124444
1162	0.2959831974
1163	0.2959592848
1164	0.2959396181
1165	0.2959080715
1166	0.2958744933
1167	0.2958409868
1168	0.2958104207
1169	0.2957630491
1170	0.2957212764
1171	0.2956805034
1172	0.2956427808
1173	0.2956152123
1174	0.2955886713
1175	0.2955595453
1176	0.2955270418
1177	0.2955008557
1178	0.2954771146
1179	0.2954521321
1180	0.2954124162
1181	0.2953875758
1182	0.2953529258
1183	0.2953249029
1184	0.2952935046
1185	0.2952609342
1186	0.2952354131
1187	0.295200516
1188	0.2951664799
1189	0.2951342706
1190	0.295105155
1191	0.2950719603
1192	0.2950354299
1193	0.2950156885
1194	0.2949751185
1195	0.2949428719
1196	0.2949103188
1197	0.2948826271
1198	0.294843704
1199	0.2948112928
1200	0.2947806159
1201	0.2947609906
1202	0.2947298579
1203	0.2946995368
1204	0.2946588684
1205	0.294612373
1206	0.2945858713
1207	0.2945504504
1208	0.2945265487
1209	0.2944968012
1210	0.2944560483
1211	0.2944226199
1212	0.2943834924
1213	0.2943441899
1214	0.29432507
1215	0.2942848812
1216	0.2942548174
1217	0.2942152294
1218	0.294184023
1219	0.2941487707
1220	0.2941147881
1221	0.2940990881
1222	0.2940555591
1223	0.2940246195
1224	0.2939865264
1225	0.2939555072
1226	0.2939225287
1227	0.2938746379
1228	0.293849842
1229	0.2938141253
1230	0.293792647
1231	0.2937584546
1232	0.2937371746
1233	0.293700242
1234	0.2936700293
1235	0.2936314923
1236	0.2935911089
1237	0.2935745922
1238	0.2935411358
1239	0.2935074288
1240	0.2934857847
1241	0.2934549336
1242	0.2934360946
1243	0.2934092939
1244	0.2933783621
1245	0.2933559961
1246	0.2933095386
1247	0.2932888791
1248	0.2932477507
1249	0.2932063327
1250	0.2931719852
1251	0.2931459399
1252	0.2931023674
1253	0.2930816661
1254	0.2930574828
1255	0.2930266415
1256	0.2929974288
1257	0.2929674686
1258	0.2929337169
1259	0.2928986092
1260	0.2928759427
1261	0.2928263563
1262	0.2927946211
1263	0.292771222
1264	0.2927403365
1265	0.292705916
1266	0.2926691091
1267	0.2926430612
1268	0.2926124133
1269	0.2925903705
1270	0.2925529226
1271	0.292524543
1272	0.2924889104
1273	0.2924572147
1274	0.2924248425
1275	0.2923950857
1276	0.2923679982
1277	0.2923399809
1278	0.2923053275
1279	0.2922838877
1280	0.2922461926
1281	0.2922180526
1282	0.2922056905
1283	0.2921899059
1284	0.2921604823
1285	0.2921252435
1286	0.2920927052
1287	0.2920592911
1288	0.29203777
1289	0.2920193069
1290	0.2919807457
1291	0.2919447817
1292	0.2919130941
1293	0.2918814264
1294	0.2918513539
1295	0.2918177895
1296	0.2918043672
1297	0.2917636243
1298	0.2917355454
1299	0.291706429
1300	0.2916804819
1301	0.2916367501
1302	0.2916057348
1303	0.2915776815
1304	0.2915352048
1305	0.2914892078
1306	0.2914609766
1307	0.2914339109
1308	0.2914064897
1309	0.2913809912
1310	0.2913642417
1311	0.2913201894
1312	0.2912852062
1313	0.2912596722
1314	0.2912174107
1315	0.291189721
1316	0.2911704715
1317	0.2911350254
1318	0.2911003002
1319	0.2910779961
1320	0.2910451492
1321	0.2910149999
1322	0.2909949328
1323	0.2909510804
1324	0.2909202427
1325	0.2908897535
1326	0.2908627622
1327	0.2908223702
1328	0.290795955
1329	0.2907667176
1330	0.2907563395
1331	0.2907174448
1332	0.290693092
1333	0.2906644097
1334	0.2906389228
1335	0.2906149351
1336	0.2905933173
1337	0.2905690814
1338	0.2905333005
1339	0.2904920223
1340	0.2904667296
1341	0.2904375103
1342	0.2904101071
1343	0.2903793923
1344	0.2903522865
1345	0.290325335
1346	0.2903001821
1347	0.2902698357
1348	0.2902378943
1349	0.2902196728
1350	0.2901878411
1351	0.2901619546
1352	0.2901330725
1353	0.2901006013
1354	0.2900715439
1355	0.2900496116
1356	0.2900186423
1357	0.2899816362
1358	0.2899503246
1359	0.2899117054
1360	0.2898666359
1361	0.2898444202
1362	0.2898130018
1363	0.2897884389
1364	0.2897616
1365	0.2897283542
1366	0.289689389
1367	0.2896666193
1368	0.2896374074
1369	0.2896138609
1370	0.2895883698
1371	0.2895599667
1372	0.28952516
1373	0.2894853116
1374	0.2894502983
1375	0.2894277701
1376	0.2894058933
1377	0.2893828854
1378	0.2893572458
1379	0.2893321208
1380	0.2892948388
1381	0.289271179
1382	0.2892454129
1383	0.2892149746
1384	0.2891919928
1385	0.289160735
1386	0.2891220545
1387	0.2890931858
1388	0.2890719296
1389	0.2890428533
1390	0.2890153581
1391	0.2889739471
1392	0.2889400398
1393	0.288912192
1394	0.288891491
1395	0.2888548537
1396	0.288817408
1397	0.288790465
1398	0.288756961
1399	0.28872865
1400	0.2887060172
1401	0.2886870311
1402	0.2886497014
1403	0.2886170615
1404	0.2885858531
1405	0.2885546878
1406	0.2885299128
1407	0.2885033223
1408	0.2884830344
1409	0.2884520137
1410	0.2884268603
1411	0.288402582
1412	0.2883645984
1413	0.2883287858
1414	0.2882985333
1415	0.2882795853
1416	0.2882437136
1417	0.2882099764
1418	0.288185204
1419	0.2881615779
1420	0.2881296321
1421	0.2880947866
1422	0.2880627942
1423	0.2880317355
1424	0.2880047972
1425	0.2879747722
1426	0.2879442565
1427	0.2879103902
1428	0.2878776731
1429	0.2878463975
1430	0.2878184916
1431	0.2877871727
1432	0.2877560019
1433	0.2877220845
1434	0.2876955371
1435	0.2876660393
1436	0.2876374519
1437	0.2876052183
1438	0.2875719174
1439	0.2875476991
1440	0.2875245666
1441	0.2875024625
1442	0.287473871
1443	0.2874369988
1444	0.287416439
1445	0.2873906554
1446	0.2873549072
1447	0.287325395
1448	0.2873057374
1449	0.2872711233
1450	0.287244571
1451	0.2872181816
1452	0.2871974085
1453	0.2871668766
1454	0.287133877
1455	0.2871082225
1456	0.2870711517
1457	0.2870392464
1458	0.2870062712
1459	0.2869814914
1460	0.286945505
1461	0.2869237252
1462	0.2868842387
1463	0.2868505626
1464	0.2868324198
1465	0.2868136157
1466	0.2867873114
1467	0.2867517196
1468	0.2867166801
1469	0.2866934644
1470	0.2866496594
1471	0.2866131522
1472	0.2865841584
1473	0.2865612516
1474	0.2865300008
1475	0.2864988655
1476	0.286484105
1477	0.2864583777
1478	0.2864222391
1479	0.286393763
1480	0.2863716021
1481	0.2863363312
1482	0.2863096126
1483	0.2862847806
1484	0.2862583113
1485	0.2862366498
1486	0.2862142153
1487	0.2861901315
1488	0.2861722717
1489	0.286146911
1490	0.2861287333
1491	0.2860929267
1492	0.2860602319
1493	0.2860358109
1494	0.2860065592
1495	0.2859828842
1496	0.2859562217
1497	0.2859277482
1498	0.285900239
1499	0.2858728981
1500	0.2858521375
1501	0.285824128
1502	0.2858021048
1503	0.2857776898
1504	0.2857505993
1505	0.2857155279
1506	0.2856839476
1507	0.2856081206
1508	0.2855720268
1509	0.2855448928
1510	0.2855131855
1511	0.2854868185
1512	0.2854508624
