iter	Logloss
1513	0.2854281029
1514	0.2853979232
1515	0.285371623
1516	0.285346705
1517	0.2853065848
1518	0.2852808737
1519	0.2852477684
1520	0.2852209692
1521	0.2852012328
1522	0.2851733818
1523	0.2851458117
1524	0.2851178813
1525	0.285091029
1526	0.2850573764
1527	0.2850363912
1528	0.2850110832
1529	0.2849823028
1530	0.2849493019
1531	0.2849269202
1532	0.284899388
1533	0.2848716171
1534	0.2848466641
1535	0.2848162283
1536	0.2847887016
1537	0.2847701169
1538	0.2847371761
1539	0.2847051943
1540	0.2846793672
1541	0.2846502411
1542	0.2846179791
1543	0.2845867455
1544	0.284568004
1545	0.2845377947
1546	0.2845092791
1547	0.2844971628
1548	0.284471738
1549	0.2844447639
1550	0.2844116078
1551	0.2843865652
1552	0.2843504096
1553	0.2843215655
1554	0.2842875868
1555	0.2842701516
1556	0.2842490478
1557	0.2842231287
1558	0.2841938333
1559	0.2841671676
1560	0.2841409594
1561	0.2841158466
1562	0.2840885963
1563	0.2840637775
1564	0.2840367279
1565	0.2840091488
1566	0.2839701801
1567	0.2839489488
1568	0.2839240362
1569	0.2838976891
1570	0.2838699676
1571	0.2838446099
1572	0.2838141896
1573	0.2837783589
1574	0.2837474778
1575	0.2837197203
1576	0.2836914544
1577	0.2836683207
1578	0.2836357099
1579	0.28361427
1580	0.2835929687
1581	0.2835696309
1582	0.283553274
1583	0.2835261406
1584	0.2834990058
1585	0.2834739138
1586	0.2834534321
1587	0.2834256953
1588	0.2834057636
1589	0.28337902
1590	0.2833486474
1591	0.2832778631
1592	0.2832590731
1593	0.2832374088
1594	0.2832131008
1595	0.2831851054
1596	0.2831529232
1597	0.2831212097
1598	0.2830832426
1599	0.2830503142
1600	0.2830189377
1601	0.2830062683
1602	0.2829801545
1603	0.2829574603
1604	0.282931141
1605	0.282902229
1606	0.2828704199
1607	0.2828454461
1608	0.2828161914
1609	0.282796005
1610	0.2827532919
1611	0.2827256607
1612	0.2826949373
1613	0.2826784621
1614	0.2826424532
1615	0.2826157007
1616	0.2825897561
1617	0.2825602573
1618	0.2825357618
1619	0.2825030021
1620	0.2824806882
1621	0.282455053
1622	0.2824305838
1623	0.2824031615
1624	0.2823741047
1625	0.2823492708
1626	0.2823137063
1627	0.2822843187
1628	0.282257871
1629	0.2822308148
1630	0.2822029684
1631	0.2821647356
1632	0.2821398899
1633	0.2821175425
1634	0.2820854851
1635	0.2820507334
1636	0.2820331477
1637	0.2820026386
1638	0.2819773153
1639	0.2819470816
1640	0.2819190623
1641	0.281886008
1642	0.2818549211
1643	0.2818283695
1644	0.2818008609
1645	0.2817744454
1646	0.281745935
1647	0.2817188884
1648	0.2816920698
1649	0.2816651227
1650	0.2816372978
1651	0.2816131212
1652	0.2815796192
1653	0.2815477492
1654	0.2815256606
1655	0.2815125225
1656	0.281482729
1657	0.2814588812
1658	0.2814292749
1659	0.2814068296
1660	0.2813715849
1661	0.2813426766
1662	0.2813224635
1663	0.2812868851
1664	0.2812531765
1665	0.2812362462
1666	0.2812087231
1667	0.2811679154
1668	0.2811428503
1669	0.2811205631
1670	0.281085314
1671	0.2810626478
1672	0.2810424281
1673	0.2810221389
1674	0.280984747
1675	0.2809582537
1676	0.2809393427
1677	0.2809091762
1678	0.2808875409
1679	0.2808582161
1680	0.2808314271
1681	0.2808156716
1682	0.2807884346
1683	0.2807572529
1684	0.2807239337
1685	0.2806979444
1686	0.280665814
1687	0.2806322918
1688	0.2806058671
1689	0.2805816294
1690	0.2805570469
1691	0.2805319028
1692	0.280502302
1693	0.2804624401
1694	0.2804355143
1695	0.2804131846
1696	0.2803863039
1697	0.2803602689
1698	0.2803325488
1699	0.2803117051
1700	0.2802880334
1701	0.2802619692
1702	0.2802356221
1703	0.2802102817
1704	0.2801803739
1705	0.2801430364
1706	0.2801180886
1707	0.2800862226
1708	0.2800636153
1709	0.2800366215
1710	0.2800045704
1711	0.2799839166
1712	0.2799616683
1713	0.2799258894
1714	0.2799011227
1715	0.2798790398
1716	0.2798480474
1717	0.279817386
1718	0.2797875772
1719	0.2797542826
1720	0.2797360996
1721	0.2797107228
1722	0.2796864929
1723	0.2796693999
1724	0.2796466379
1725	0.2796260838
1726	0.2796059297
1727	0.2795759604
1728	0.2795552925
1729	0.2795321583
1730	0.2794933021
1731	0.2794624804
1732	0.279438956
1733	0.2794093389
1734	0.2793817131
1735	0.2793673361
1736	0.2793556353
1737	0.2793208862
1738	0.279291996
1739	0.2792729121
1740	0.2792452522
1741	0.2792224111
1742	0.2791925881
1743	0.2791659062
1744	0.279139997
1745	0.2791185528
1746	0.2790933571
1747	0.2790600423
1748	0.2790352094
1749	0.2790046797
1750	0.2789847927
1751	0.2789500771
1752	0.278926486
1753	0.2789054634
1754	0.2788800899
1755	0.2788454346
1756	0.2788207782
1757	0.2787910252
1758	0.2787667904
1759	0.2787512717
1760	0.2787176509
1761	0.2786991376
1762	0.2786804006
1763	0.2786662674
1764	0.2786504796
1765	0.27861545
1766	0.2785925442
1767	0.2785669214
1768	0.2785406267
1769	0.2785208568
1770	0.2784975292
1771	0.2784623789
1772	0.2784381005
1773	0.2784021324
1774	0.2783797304
1775	0.2783553244
1776	0.27833373
1777	0.2783067564
1778	0.2782834316
1779	0.2782639048
1780	0.2782395168
1781	0.2782250898
1782	0.2781986104
1783	0.2781708993
1784	0.2781500036
1785	0.2781246951
1786	0.2781128444
1787	0.2780826527
1788	0.2780515472
1789	0.2780210991
1790	0.2779893098
1791	0.277963895
1792	0.2779312078
1793	0.2779072471
1794	0.277885271
1795	0.2778537831
1796	0.2778147997
1797	0.2777935547
1798	0.2777665133
1799	0.2777390007
1800	0.2777018699
1801	0.2776755139
1802	0.277657498
1803	0.2776332641
1804	0.2776026871
1805	0.2775831642
1806	0.2775633579
1807	0.2775312388
1808	0.277503047
1809	0.2774846988
1810	0.2774716169
1811	0.2774497949
1812	0.2774193384
1813	0.2773805922
1814	0.2773620834
1815	0.2773367392
1816	0.2773140732
1817	0.2772916514
1818	0.2772683494
1819	0.2772529302
1820	0.2772296187
1821	0.2772177321
1822	0.2771939637
1823	0.2771656262
1824	0.2771467548
1825	0.2771323226
1826	0.2771134358
1827	0.2770920331
1828	0.2770677227
1829	0.2770331504
1830	0.2770152037
1831	0.2769849512
1832	0.2769616682
1833	0.2769248038
1834	0.2768898527
1835	0.2768611877
1836	0.2768377284
1837	0.2768097281
1838	0.276771803
1839	0.2767566711
1840	0.2767281449
1841	0.2767034549
1842	0.2766823418
1843	0.2766487665
1844	0.2766215988
1845	0.276587183
1846	0.2765658831
1847	0.2765427315
1848	0.2765144871
1849	0.2765056382
1850	0.2764736327
1851	0.2764588791
1852	0.2764262179
1853	0.2763952427
1854	0.2763759557
1855	0.2763484679
1856	0.2763277064
1857	0.2762972644
1858	0.2762703327
1859	0.2762346785
1860	0.2762084434
1861	0.2761775106
1862	0.2761507944
1863	0.2761208193
1864	0.2760866606
1865	0.2760467283
1866	0.276031374
1867	0.2760063846
1868	0.275965893
1869	0.2759396785
1870	0.2759185148
1871	0.2758845695
1872	0.2758472218
1873	0.2758115787
1874	0.2757788606
1875	0.2757452731
1876	0.2757177725
1877	0.2756860968
1878	0.2756614332
1879	0.275635823
1880	0.275621603
1881	0.2756012774
1882	0.2755785401
1883	0.2755538023
1884	0.2755348073
1885	0.2755103818
1886	0.2754858977
1887	0.2754556131
1888	0.2754253449
1889	0.2753960708
1890	0.2753633475
1891	0.2753360121
1892	0.2753075499
1893	0.2752895211
1894	0.2752663867
1895	0.2752329965
1896	0.2752006073
1897	0.2751685942
1898	0.2751446602
1899	0.2751226842
1900	0.2751096745
1901	0.2750893676
1902	0.2750575642
1903	0.2750343989
1904	0.2750137702
1905	0.2749904618
1906	0.2749679397
1907	0.2749433009
1908	0.2749115984
1909	0.2748808713
1910	0.2748169354
1911	0.2747964598
1912	0.2747672609
1913	0.2747401297
1914	0.2747145391
1915	0.2746775833
1916	0.2746562655
1917	0.2746327729
1918	0.2746168732
1919	0.27459171
1920	0.2745647801
1921	0.2745363224
1922	0.2745152235
1923	0.2744955788
1924	0.2744753384
1925	0.2744509769
1926	0.2744367399
1927	0.274405132
1928	0.2743939516
1929	0.2743723774
1930	0.2743461885
1931	0.2743299595
1932	0.2743010104
1933	0.2742836526
1934	0.2742631392
1935	0.2742372676
1936	0.2742172596
1937	0.2741893087
1938	0.2741667915
1939	0.2741446955
1940	0.2741179778
1941	0.2740933593
1942	0.2740799552
1943	0.2740235564
1944	0.2740090357
1945	0.2739764038
1946	0.273952189
1947	0.2739257971
1948	0.2738990885
1949	0.2738758419
1950	0.273844912
1951	0.2738137497
1952	0.273792446
1953	0.2737649479
1954	0.2737391857
1955	0.2737131043
1956	0.2736895815
1957	0.2736647537
1958	0.2736358697
1959	0.2736097586
1960	0.2735878554
1961	0.2735688062
1962	0.2735431388
1963	0.2735024268
1964	0.2734774836
1965	0.2734482842
1966	0.2734190422
1967	0.2733919808
1968	0.2733684284
1969	0.2733402211
1970	0.273319357
1971	0.2732943714
1972	0.2732646414
1973	0.2732362272
1974	0.2732061601
1975	0.27318119
1976	0.2731578454
1977	0.2731238571
1978	0.2730938357
1979	0.2730793233
1980	0.273060495
1981	0.2730299054
1982	0.2730041835
1983	0.2729841139
1984	0.2729560938
1985	0.2729377468
1986	0.2729216458
1987	0.2729036394
1988	0.2728798591
1989	0.2728608586
1990	0.2728405156
1991	0.2728137794
1992	0.2727942226
1993	0.2727616988
1994	0.2727352858
1995	0.2726987927
1996	0.2726741703
1997	0.2726570334
1998	0.2726306263
1999	0.2726111607
